,episode,step,action,reward
63,1,64,"1,3,0,0,2",0
64,1,65,"6,3,3,0,4",0
65,1,66,"4,5,2,2,2",0
66,1,67,"3,6,2,0,4",0
67,1,68,"3,3,4,1,4",0
68,1,69,"6,3,6,4,4",0
69,1,70,"1,6,0,4,4",0
70,1,71,"4,0,0,4,4",0
71,1,72,"2,0,3,4,2",0
72,1,73,"2,4,0,0,4",0
73,1,74,"1,3,0,1,4",1
74,1,75,"6,3,0,1,2",1
75,1,76,"4,3,4,4,2",0
76,1,77,"3,3,5,4,2",0
77,1,78,"4,3,3,0,2",0
78,1,79,"4,3,0,4,6",0
79,1,80,"0,3,4,0,2",1
80,1,81,"1,3,3,0,2",1
81,1,82,"1,3,3,6,3",0
82,1,83,"1,3,3,4,2",0
83,1,84,"1,3,3,1,0",0
84,1,85,"1,6,6,0,4",0
85,1,86,"6,3,5,6,4",0
86,1,87,"1,4,3,1,2",1
87,1,88,"4,3,4,0,2",0
88,1,89,"3,6,2,1,2",0
89,1,90,"4,3,1,6,4",1
90,1,91,"6,3,5,0,0",2
91,1,92,"4,3,4,6,0",1
92,1,93,"3,3,2,0,4",0
93,1,94,"3,3,4,4,6",0
94,1,95,"6,6,3,6,2",0
95,1,96,"3,6,0,0,4",1
96,1,97,"6,3,3,0,6",1
97,1,98,"3,6,2,6,2",0
98,1,99,"3,3,0,2,2",1
99,1,100,"3,3,4,1,4",0
100,1,101,"6,6,4,0,4",0
101,1,102,"4,3,0,2,0",0
102,1,103,"1,3,0,6,0",0
103,1,104,"1,4,4,6,4",0
104,1,105,"3,3,6,6,4",0
105,1,106,"0,3,3,6,2",1
106,1,107,"6,4,0,0,4",0
107,1,108,"0,3,2,4,2",2
108,1,109,"3,3,1,1,2",2
109,1,110,"6,3,4,1,2",2
110,1,111,"1,3,4,5,4",0
111,1,112,"0,3,0,0,4",0
112,1,113,"2,3,4,6,2",0
113,1,114,"1,3,4,6,2",1
114,1,115,"1,3,0,2,6",0
115,1,116,"4,6,3,1,2",0
116,1,117,"0,3,2,2,4",1
117,1,118,"3,4,0,2,2",0
118,1,119,"1,3,5,0,4",1
119,1,120,"1,5,4,0,2",0
120,1,121,"0,3,0,5,2",1
121,1,122,"3,3,5,4,4",0
122,1,123,"0,3,5,4,0",0
123,1,124,"1,6,5,0,2",0
124,1,125,"6,3,5,4,2",0
125,1,126,"3,3,2,0,4",1
126,1,127,"1,3,0,3,4",1
127,1,128,"6,3,2,0,2",0
128,1,129,"0,3,0,6,0",1
129,1,130,"1,3,0,4,2",0
130,1,131,"4,3,3,1,0",0
131,1,132,"0,3,4,0,4",0
132,1,133,"1,2,0,4,4",1
133,1,134,"6,3,5,1,4",0
134,1,135,"3,1,3,0,4",0
135,1,136,"0,3,1,0,0",3
136,1,137,"4,6,0,1,2",0
137,1,138,"1,3,0,6,0",0
138,1,139,"6,3,3,0,2",1
139,1,140,"4,3,0,4,2",0
140,1,141,"4,3,3,0,4",0
141,1,142,"0,3,0,4,2",0
142,1,143,"0,5,3,3,0",1
143,1,144,"4,6,0,2,2",0
144,1,145,"1,6,0,0,2",0
145,1,146,"3,3,0,6,2",0
146,1,147,"1,0,3,0,2",1
147,1,148,"4,0,2,2,6",1
148,1,149,"1,3,0,0,2",3
149,1,150,"1,3,4,1,2",2
150,1,151,"1,6,0,6,4",1
151,1,152,"1,3,0,1,4",2
152,1,153,"6,6,2,1,2",0
153,1,154,"0,6,0,0,2",0
154,1,155,"3,3,4,0,4",1
155,1,156,"1,6,4,1,4",1
156,1,157,"1,4,0,1,4",0
157,1,158,"1,4,5,0,6",0
158,1,159,"3,3,6,2,2",1
159,1,160,"4,3,2,6,4",0
160,1,161,"3,5,0,0,4",0
161,1,162,"1,3,0,2,4",0
162,1,163,"2,6,0,3,0",0
163,1,164,"2,4,0,4,2",1
164,1,165,"4,3,4,4,4",1
165,1,166,"0,5,3,6,4",1
166,1,167,"3,5,2,5,2",0
167,1,168,"1,3,5,4,2",0
168,1,169,"4,6,2,0,2",0
169,1,170,"1,3,5,0,4",1
170,1,171,"2,6,0,0,4",1
171,1,172,"6,6,3,1,4",0
172,1,173,"0,3,3,0,0",0
173,1,174,"6,1,0,0,4",1
174,1,175,"6,3,3,0,2",1
175,1,176,"3,3,0,0,2",0
176,1,177,"4,4,0,1,4",0
177,1,178,"0,3,0,0,2",1
178,1,179,"1,6,0,2,2",1
179,1,180,"6,3,4,0,0",0
180,1,181,"1,3,6,4,2",0
181,1,182,"1,5,4,1,4",0
182,1,183,"6,4,0,2,2",2
183,1,184,"5,4,4,0,4",0
184,1,185,"6,4,0,0,4",1
185,1,186,"4,3,2,0,2",1
186,1,187,"1,3,5,6,2",1
187,1,188,"3,3,3,0,4",2
188,1,189,"1,4,4,0,2",1
189,1,190,"6,3,5,0,6",0
190,1,191,"1,3,4,4,4",0
191,1,192,"6,3,0,6,4",0
192,1,193,"1,3,3,2,2",1
193,1,194,"4,3,0,1,2",1
194,1,195,"1,3,4,4,4",0
195,1,196,"0,3,3,0,2",0
196,1,197,"3,6,0,0,3",0
197,1,198,"6,3,0,2,2",1
198,1,199,"1,6,3,1,4",0
199,1,200,"1,3,2,3,4",0
200,1,201,"4,6,1,1,4",0
201,1,202,"4,3,2,0,2",0
202,1,203,"1,6,4,0,2",0
203,1,204,"1,3,0,6,4",0
204,1,205,"3,3,3,1,4",0
205,1,206,"6,3,3,1,4",0
206,1,207,"3,3,2,1,4",1
207,1,208,"4,6,4,4,2",0
208,1,209,"1,3,2,1,0",0
209,1,210,"6,3,2,0,2",2
210,1,211,"4,3,0,6,0",2
211,1,212,"1,6,4,0,0",1
212,1,213,"1,3,0,3,0",2
213,1,214,"1,3,0,0,2",1
214,1,215,"3,3,0,0,4",0
215,1,216,"6,3,4,1,2",1
216,1,217,"6,3,0,6,4",0
217,1,218,"4,3,4,1,4",1
218,1,219,"3,3,3,6,2",0
219,1,220,"4,3,4,0,0",0
220,1,221,"1,3,0,0,2",0
221,1,222,"6,3,3,6,0",0
222,1,223,"1,3,3,6,2",2
223,1,224,"0,3,0,1,4",0
224,1,225,"3,6,2,2,6",0
225,1,226,"3,3,0,4,4",0
226,1,227,"1,2,4,1,4",0
227,1,228,"1,3,0,6,2",1
228,1,229,"3,3,3,1,2",0
229,1,230,"6,3,4,0,2",0
230,1,231,"4,6,2,0,4",0
231,1,232,"3,6,2,4,2",1
232,1,233,"4,6,3,0,4",0
233,1,234,"1,2,0,6,2",1
234,1,235,"4,3,2,2,4",1
235,1,236,"1,3,3,1,0",1
236,1,237,"3,3,0,6,4",1
237,1,238,"1,6,3,0,4",1
238,1,239,"3,6,4,4,0",1
239,1,240,"1,6,3,4,4",1
240,1,241,"0,3,5,6,4",0
241,1,242,"0,3,5,4,4",0
242,1,243,"3,0,5,0,4",0
243,1,244,"0,3,3,0,3",0
244,1,245,"6,4,3,0,4",0
245,1,246,"0,4,2,2,2",0
246,1,247,"1,4,0,4,4",0
247,1,248,"1,6,4,0,4",0
248,1,249,"4,3,4,0,4",0
249,1,250,"5,3,4,0,4",0
250,1,251,"1,3,4,0,2",0
251,1,252,"3,6,4,4,2",1
252,1,253,"0,3,3,0,4",0
253,1,254,"1,3,0,1,2",0
254,1,255,"3,3,4,4,2",0
255,1,256,"6,6,5,2,4",0
256,1,257,"3,5,3,0,2",0
257,1,258,"4,3,0,1,4",1
258,1,259,"1,3,4,0,6",1
259,1,260,"1,4,0,0,4",1
260,1,261,"1,4,7,0,2",-51
261,1,262,"0,3,3,1,2",0
262,1,263,"6,6,3,2,4",0
263,1,264,"1,3,4,1,4",1
264,1,265,"1,5,0,0,2",0
265,1,266,"1,3,4,0,4",1
266,1,267,"4,0,4,3,4",1
267,1,268,"1,6,4,1,2",0
268,1,269,"4,3,0,0,2",0
269,1,270,"4,4,0,4,6",0
270,1,271,"3,3,3,0,2",2
271,1,272,"3,3,3,6,4",0
272,1,273,"0,3,0,1,4",0
273,1,274,"3,0,2,1,0",2
274,1,275,"0,6,3,1,4",0
275,1,276,"0,3,3,0,4",0
276,1,277,"1,3,2,0,4",0
277,1,278,"1,4,4,4,4",0
278,1,279,"6,3,4,4,0",0
279,1,280,"1,0,2,4,4",1
280,1,281,"3,0,4,0,0",0
281,1,282,"6,3,0,2,2",1
282,1,283,"6,4,0,1,2",0
283,1,284,"6,6,3,0,0",1
284,1,285,"3,3,2,1,4",1
285,1,286,"0,4,4,3,4",0
286,1,287,"3,3,3,0,0",1
287,1,288,"1,6,0,1,4",0
288,1,289,"4,3,4,0,4",0
289,1,290,"2,2,0,4,2",1
290,1,291,"1,1,4,6,2",0
291,1,292,"4,3,4,2,0",1
292,1,293,"3,3,2,1,4",0
293,1,294,"0,6,0,6,4",0
294,1,295,"0,4,2,3,6",0
295,1,296,"5,3,3,1,4",1
296,1,297,"1,4,4,0,2",1
297,1,298,"4,4,2,1,2",1
298,1,299,"3,1,6,0,4",0
299,1,300,"6,3,0,0,4",0
300,1,301,"3,3,0,1,2",2
301,1,302,"3,6,3,0,2",0
302,1,303,"3,3,3,6,0",1
303,1,304,"0,5,4,6,2",1
304,1,305,"1,3,0,0,2",1
305,1,306,"0,4,4,0,2",0
306,1,307,"1,3,0,1,6",0
307,1,308,"1,3,0,1,2",1
308,1,309,"4,1,4,0,2",0
309,1,310,"4,4,4,5,0",1
310,1,311,"3,6,4,2,0",1
311,1,312,"1,6,4,0,4",0
312,1,313,"1,3,5,0,0",1
313,1,314,"5,3,3,0,4",0
314,1,315,"6,3,6,6,0",1
315,1,316,"4,3,3,1,2",1
316,1,317,"4,6,0,0,4",0
317,1,318,"3,4,3,2,4",0
318,1,319,"3,3,0,2,4",2
319,1,320,"3,6,3,1,0",1
320,1,321,"1,3,2,1,0",0
321,1,322,"1,6,0,0,4",0
322,1,323,"4,6,0,4,0",0
323,1,324,"1,3,0,1,4",0
324,1,325,"0,3,6,1,2",0
325,1,326,"1,3,3,4,6",0
326,1,327,"6,3,2,0,4",0
327,1,328,"1,6,5,1,4",0
328,1,329,"3,3,3,6,6",0
329,1,330,"3,3,0,1,4",0
330,1,331,"1,0,3,4,2",0
331,1,332,"0,1,4,1,2",0
332,1,333,"1,4,4,0,0",0
333,1,334,"1,6,0,0,0",0
334,1,335,"1,2,3,0,6",1
335,1,336,"3,4,3,0,2",0
336,1,337,"4,3,3,0,6",0
337,1,338,"1,3,0,2,4",0
338,1,339,"4,6,3,4,2",0
339,1,340,"0,4,4,2,4",0
340,1,341,"2,3,3,3,4",0
341,1,342,"6,6,3,1,4",0
342,1,343,"0,3,4,0,4",0
343,1,344,"3,2,4,0,4",0
344,1,345,"0,3,0,0,2",1
345,1,346,"6,3,5,2,2",1
346,1,347,"1,6,0,1,0",1
347,1,348,"1,3,4,6,4",0
348,1,349,"3,3,3,4,4",1
349,1,350,"3,3,2,0,2",0
350,1,351,"3,3,0,0,2",2
351,1,352,"1,3,5,2,4",0
352,1,353,"0,3,0,1,2",0
353,1,354,"1,3,5,4,2",0
354,1,355,"0,3,4,6,4",0
355,1,356,"1,1,3,3,6",0
356,1,357,"0,3,4,6,4",0
357,1,358,"0,3,3,6,4",1
358,1,359,"3,6,3,1,2",1
359,1,360,"1,3,0,2,4",2
360,1,361,"3,6,5,1,4",1
361,1,362,"0,6,0,0,6",1
362,1,363,"0,5,0,0,4",3
363,1,364,"1,6,3,0,6",1
364,1,365,"5,4,5,0,4",1
365,1,366,"6,5,3,0,4",0
366,1,367,"4,6,4,0,2",1
367,1,368,"1,0,3,0,2",1
368,1,369,"3,3,4,1,3",1
369,1,370,"1,6,0,4,0",0
370,1,371,"1,3,4,1,4",1
371,1,372,"5,5,0,0,4",1
372,1,373,"4,3,3,4,2",0
373,1,374,"0,3,0,0,2",0
374,1,375,"3,5,3,1,4",0
375,1,376,"4,3,0,0,4",0
376,1,377,"0,5,5,6,2",0
377,1,378,"0,6,0,0,2",2
378,1,379,"0,3,0,4,4",0
379,1,380,"3,3,0,6,2",0
380,1,381,"6,3,2,4,2",0
381,1,382,"3,6,4,4,4",0
382,1,383,"3,6,5,1,4",0
383,1,384,"3,6,7,2,2",-1
384,1,385,"3,2,5,0,4",0
385,1,386,"3,3,0,1,4",0
386,1,387,"1,3,3,2,2",0
387,1,388,"4,3,0,6,0",0
388,1,389,"6,3,3,0,4",0
389,1,390,"1,3,0,0,6",0
390,1,391,"3,3,2,0,4",0
391,1,392,"0,0,4,0,0",1
392,1,393,"1,3,3,6,4",0
393,1,394,"0,6,0,0,2",0
394,1,395,"3,3,2,0,2",1
395,1,396,"0,3,3,4,4",0
396,1,397,"1,3,2,0,2",1
397,1,398,"1,3,5,3,0",2
398,1,399,"1,5,4,1,4",0
399,1,400,"5,3,4,5,2",1
400,1,401,"1,3,4,0,4",0
401,1,402,"3,3,0,2,2",1
402,1,403,"6,3,0,0,4",0
403,1,404,"1,3,0,0,2",0
404,1,405,"1,3,3,0,4",1
405,1,406,"3,6,4,0,4",0
406,1,407,"4,3,5,1,2",0
407,1,408,"6,6,0,4,4",0
408,1,409,"1,4,2,1,6",0
409,1,410,"1,3,3,1,6",0
410,1,411,"1,5,3,0,2",0
411,1,412,"3,4,4,0,4",0
412,1,413,"6,3,6,1,4",0
413,1,414,"0,4,3,6,2",0
414,1,415,"1,3,3,6,4",0
415,1,416,"1,4,3,0,4",0
416,1,417,"3,6,4,5,2",0
417,1,418,"0,6,3,4,4",0
418,1,419,"0,3,0,4,2",0
419,1,420,"6,6,0,0,2",1
420,1,421,"3,3,0,1,2",0
421,1,422,"4,6,3,6,4",0
422,1,423,"1,6,4,0,2",0
423,1,424,"1,3,0,4,4",1
424,1,425,"4,3,4,4,2",0
425,1,426,"3,3,2,4,4",0
426,1,427,"3,3,0,0,4",1
427,1,428,"0,5,3,4,4",0
428,1,429,"3,5,4,3,4",1
429,1,430,"0,3,4,3,4",1
430,1,431,"3,6,0,3,0",0
431,1,432,"1,5,3,6,3",0
432,1,433,"1,0,2,6,6",0
433,1,434,"1,0,2,0,4",0
434,1,435,"3,3,5,4,2",1
435,1,436,"1,3,0,6,4",1
436,1,437,"3,5,0,0,4",1
437,1,438,"1,5,3,0,4",1
438,1,439,"0,3,4,1,0",1
439,1,440,"3,3,4,0,6",0
440,1,441,"1,6,0,4,2",1
441,1,442,"3,3,0,1,2",1
442,1,443,"1,6,3,3,4",2
443,1,444,"1,6,4,0,4",1
444,1,445,"0,3,4,0,2",0
445,1,446,"6,3,4,0,0",0
446,1,447,"3,6,3,6,2",0
447,1,448,"6,0,3,1,2",0
448,1,449,"0,3,4,1,2",0
449,1,450,"0,3,1,0,2",1
450,1,451,"4,6,3,1,2",0
451,1,452,"3,3,0,3,2",0
452,1,453,"1,3,0,0,4",1
453,1,454,"4,4,1,4,4",0
454,1,455,"3,3,5,1,6",2
455,1,456,"3,3,1,6,2",0
456,1,457,"1,3,0,1,2",1
457,1,458,"6,3,5,2,2",0
458,1,459,"1,3,3,6,0",2
459,1,460,"0,0,0,0,4",1
460,1,461,"1,3,2,0,2",1
461,1,462,"4,6,3,1,2",0
462,1,463,"0,5,0,1,2",0
463,1,464,"3,3,2,6,0",0
464,1,465,"4,6,3,1,4",0
465,1,466,"0,4,0,6,6",1
466,1,467,"0,3,0,1,2",2
467,1,468,"2,4,2,6,4",0
468,1,469,"2,5,3,0,4",1
469,1,470,"1,3,5,6,2",1
470,1,471,"3,5,1,6,2",2
471,1,472,"0,3,0,6,2",0
472,1,473,"4,3,4,0,4",0
473,1,474,"3,3,4,3,2",1
474,1,475,"0,3,0,4,2",0
475,1,476,"0,3,4,1,4",1
476,1,477,"0,5,4,6,2",1
477,1,478,"6,3,1,0,2",2
478,1,479,"1,5,0,1,4",0
479,1,480,"4,3,5,0,2",2
480,1,481,"0,6,4,0,2",0
481,1,482,"3,6,2,4,4",0
482,1,483,"0,3,4,6,4",1
483,1,484,"3,5,5,0,2",1
484,1,485,"1,4,2,0,2",0
485,1,486,"5,3,6,0,4",0
486,1,487,"0,3,0,0,4",1
487,1,488,"3,4,6,0,2",0
488,1,489,"1,3,5,1,4",1
489,1,490,"4,6,3,6,2",0
490,1,491,"1,5,0,6,2",0
491,1,492,"0,6,5,6,2",0
492,1,493,"0,4,0,6,4",0
493,1,494,"3,5,5,4,3",0
494,1,495,"3,3,2,1,2",2
495,1,496,"3,6,0,0,4",0
496,1,497,"3,3,4,1,4",0
497,1,498,"6,2,5,1,0",0
498,1,499,"6,2,3,6,2",0
499,1,500,"0,6,0,4,7",-1
500,1,501,"1,3,2,0,3",1
501,1,502,"1,3,4,1,2",0
502,1,503,"4,3,2,0,2",1
503,1,504,"0,6,0,1,6",0
504,1,505,"1,3,0,1,4",1
505,1,506,"3,4,0,4,4",1
506,1,507,"0,3,4,0,4",1
507,1,508,"1,3,3,6,4",1
508,1,509,"4,6,0,4,2",0
509,1,510,"0,3,4,0,2",2
510,1,511,"6,4,2,1,2",0
511,1,512,"2,4,0,1,0",1
512,1,513,"1,3,3,4,2",0
513,1,514,"3,3,4,0,0",1
514,1,515,"1,6,2,6,4",1
515,1,516,"3,3,5,0,2",1
516,1,517,"0,3,0,6,4",1
517,1,518,"4,6,0,1,2",1
518,1,519,"3,2,0,0,4",0
519,1,520,"4,3,0,3,4",0
520,1,521,"1,3,0,0,4",0
521,1,522,"4,4,4,2,3",0
522,1,523,"3,3,0,4,2",0
523,1,524,"4,5,2,1,2",0
524,1,525,"0,3,4,2,4",0
525,1,526,"1,2,5,4,4",0
526,1,527,"3,3,5,0,0",1
527,1,528,"1,2,3,0,4",1
528,1,529,"0,3,2,1,0",1
529,1,530,"6,6,4,0,4",0
530,1,531,"0,6,0,1,2",0
531,1,532,"0,3,4,4,0",0
532,1,533,"4,3,0,0,2",1
533,1,534,"6,3,3,2,4",0
534,1,535,"0,3,0,4,4",0
535,1,536,"1,3,0,2,2",1
536,1,537,"1,6,0,6,4",0
537,1,538,"0,6,3,1,4",0
538,1,539,"1,6,3,6,2",1
539,1,540,"4,4,3,3,4",2
540,1,541,"6,3,5,4,2",0
541,1,542,"0,3,6,0,6",0
542,1,543,"1,6,0,4,4",0
543,1,544,"4,3,3,3,2",0
544,1,545,"4,5,4,6,4",0
545,1,546,"0,3,3,1,4",0
546,1,547,"6,3,3,0,4",0
547,1,548,"1,3,0,0,4",0
548,1,549,"1,3,4,0,4",0
549,1,550,"1,3,1,1,4",0
550,1,551,"5,3,3,0,4",0
551,1,552,"6,3,0,0,2",0
552,1,553,"0,6,1,0,4",0
553,1,554,"3,4,2,4,0",1
554,1,555,"0,3,3,5,0",0
555,1,556,"1,3,3,0,2",0
556,1,557,"3,3,0,1,4",0
557,1,558,"0,3,0,6,2",1
558,1,559,"1,3,1,4,4",0
559,1,560,"4,3,3,6,3",0
560,1,561,"1,6,0,6,0",1
561,1,562,"1,3,4,0,4",0
562,1,563,"0,5,4,6,4",0
563,1,564,"6,3,1,1,3",0
564,1,565,"1,0,4,0,2",0
565,1,566,"1,5,1,0,4",2
566,1,567,"1,3,7,6,2",-1
567,1,568,"1,3,3,6,2",2
568,1,569,"0,3,2,0,2",0
569,1,570,"1,0,2,0,3",0
570,1,571,"3,3,5,0,2",0
571,1,572,"4,6,4,5,4",0
572,1,573,"4,3,2,5,4",1
573,1,574,"4,3,0,0,6",0
574,1,575,"0,6,2,6,4",0
575,1,576,"1,6,3,0,4",0
576,1,577,"0,6,6,1,2",1
577,1,578,"3,6,4,4,0",0
578,1,579,"1,3,0,6,4",0
579,1,580,"3,6,3,1,2",1
580,1,581,"6,3,3,0,4",0
581,1,582,"6,3,2,0,4",0
582,1,583,"4,6,3,1,4",0
583,1,584,"4,4,0,0,2",0
584,1,585,"6,3,3,0,0",0
585,1,586,"3,3,0,1,2",0
586,1,587,"1,3,0,6,0",0
587,1,588,"1,4,3,0,4",0
588,1,589,"0,3,0,0,4",0
589,1,590,"0,4,2,4,0",0
590,1,591,"1,3,4,4,4",0
591,1,592,"1,0,5,0,0",1
592,1,593,"6,3,2,0,4",0
593,1,594,"0,6,2,2,2",0
594,1,595,"6,6,0,0,2",0
595,1,596,"3,3,4,0,4",0
596,1,597,"3,0,3,1,4",0
597,1,598,"6,3,4,0,2",0
598,1,599,"4,5,4,1,4",0
599,1,600,"1,6,5,0,2",0
600,1,601,"3,3,4,0,4",0
601,1,602,"6,3,3,6,2",1
602,1,603,"1,3,4,0,4",1
603,1,604,"3,3,0,0,2",1
604,1,605,"0,3,3,6,4",0
605,1,606,"0,3,4,1,4",2
606,1,607,"3,6,0,6,4",0
607,1,608,"6,5,4,4,2",1
608,1,609,"0,3,5,0,4",1
609,1,610,"3,0,0,2,2",1
610,1,611,"2,3,0,0,4",1
611,1,612,"1,5,0,1,2",0
612,1,613,"1,3,0,4,2",1
613,1,614,"4,3,6,0,0",0
614,1,615,"1,3,3,1,4",0
615,1,616,"1,6,4,6,4",0
616,1,617,"4,3,0,0,4",1
617,1,618,"0,1,3,1,4",1
618,1,619,"3,3,0,6,0",1
619,1,620,"3,6,3,2,4",0
620,1,621,"1,3,3,1,4",1
621,1,622,"4,5,0,2,4",0
622,1,623,"2,3,5,0,4",1
623,1,624,"1,6,5,0,2",0
624,1,625,"3,3,4,6,4",0
625,1,626,"4,3,0,6,2",0
626,1,627,"3,6,4,0,2",2
627,1,628,"1,3,4,1,2",1
628,1,629,"6,3,0,2,2",1
629,1,630,"1,3,5,4,2",1
630,1,631,"0,3,5,0,4",0
631,1,632,"0,4,0,2,4",1
632,1,633,"4,6,4,0,4",0
633,1,634,"0,3,0,6,2",0
634,1,635,"1,3,3,4,4",0
635,1,636,"1,1,4,0,0",1
636,1,637,"1,3,4,1,2",0
637,1,638,"4,3,0,4,0",0
638,1,639,"4,3,2,3,4",0
639,1,640,"4,3,4,0,0",0
640,1,641,"1,1,2,1,2",1
641,1,642,"0,3,5,0,4",0
642,1,643,"6,3,4,2,4",0
643,1,644,"1,6,0,0,4",0
644,1,645,"6,3,3,1,4",0
645,1,646,"3,3,3,4,2",1
646,1,647,"4,3,0,0,2",0
647,1,648,"1,4,0,0,4",0
648,1,649,"3,4,4,1,0",0
649,1,650,"0,3,3,5,4",0
650,1,651,"3,3,2,0,6",0
651,1,652,"6,3,0,6,4",0
652,1,653,"0,5,0,0,4",0
653,1,654,"6,3,2,1,2",0
654,1,655,"3,3,3,6,0",0
655,1,656,"1,3,0,0,4",0
656,1,657,"1,6,3,6,2",0
657,1,658,"6,6,4,1,0",0
658,1,659,"1,3,0,6,6",0
659,1,660,"0,4,2,1,2",0
660,1,661,"6,6,5,5,2",0
661,1,662,"1,5,3,6,2",0
662,1,663,"1,3,7,0,4",-51
663,1,664,"4,3,4,1,0",0
664,1,665,"1,1,4,0,2",0
665,1,666,"1,6,6,1,4",0
666,1,667,"0,6,5,1,0",0
667,1,668,"0,3,5,0,3",0
668,1,669,"1,3,0,6,2",0
669,1,670,"1,5,4,1,2",1
670,1,671,"4,0,4,6,0",0
671,1,672,"1,3,2,0,2",1
672,1,673,"1,3,2,4,2",0
673,1,674,"3,3,0,1,2",0
674,1,675,"4,3,4,0,4",0
675,1,676,"0,7,3,3,4",-51
676,1,677,"4,3,2,0,4",0
677,1,678,"1,3,2,1,2",0
678,1,679,"0,3,5,0,6",0
679,1,680,"1,6,2,1,2",0
680,1,681,"1,6,5,0,2",0
681,1,682,"0,3,4,3,2",0
682,1,683,"0,6,3,2,0",0
683,1,684,"0,3,4,2,2",1
684,1,685,"4,3,0,6,4",0
685,1,686,"1,3,4,4,4",0
686,1,687,"0,3,3,6,2",0
687,1,688,"3,2,4,0,2",1
688,1,689,"3,3,4,1,4",1
689,1,690,"1,3,0,1,6",1
690,1,691,"6,3,0,0,4",0
691,1,692,"0,3,3,0,4",0
692,1,693,"0,3,3,0,4",0
693,1,694,"6,4,4,6,2",1
694,1,695,"0,6,0,4,0",1
695,1,696,"1,6,5,0,2",0
696,1,697,"1,2,0,0,2",1
697,1,698,"1,3,0,0,0",0
698,1,699,"4,3,0,6,4",0
699,1,700,"1,5,2,6,2",1
700,1,701,"2,6,3,0,2",1
701,1,702,"6,3,3,1,2",1
702,1,703,"1,3,0,0,6",0
703,1,704,"1,3,3,2,4",0
704,1,705,"0,3,3,1,2",1
705,1,706,"0,3,5,0,0",1
706,1,707,"0,3,3,1,2",1
707,1,708,"0,3,3,2,6",0
708,1,709,"3,2,1,5,4",0
709,1,710,"3,3,4,0,0",1
710,1,711,"6,6,2,6,0",1
711,1,712,"1,3,4,4,4",0
712,1,713,"0,6,2,2,4",0
713,1,714,"6,3,0,1,4",0
714,1,715,"0,3,0,6,6",0
715,1,716,"3,3,2,1,2",0
716,1,717,"1,4,0,2,4",0
717,1,718,"1,4,4,0,2",0
718,1,719,"3,4,0,2,2",0
719,1,720,"1,3,0,0,2",1
720,1,721,"3,1,3,0,4",0
721,1,722,"6,3,4,4,4",0
722,1,723,"6,3,0,4,3",0
723,1,724,"1,3,0,2,4",1
724,1,725,"1,3,0,6,0",0
725,1,726,"1,4,4,2,0",0
726,1,727,"3,3,3,0,2",0
727,1,728,"0,3,3,6,4",1
728,1,729,"0,3,2,6,2",0
729,1,730,"4,1,2,2,4",0
730,1,731,"1,6,0,6,2",0
731,1,732,"1,1,0,6,4",1
732,1,733,"3,3,3,6,4",0
733,1,734,"6,3,0,0,2",1
734,1,735,"3,6,0,6,2",1
