,episode,step,action,reward
106,1,107,"1,0,0,4,0",1
107,1,108,"6,1,3,2,0",0
108,1,109,"1,4,0,2,0",0
109,1,110,"2,1,0,1,2",0
110,1,111,"0,1,0,1,1",0
111,1,112,"2,1,3,2,1",1
112,1,113,"2,5,3,2,3",0
113,1,114,"1,0,3,6,1",0
114,1,115,"4,6,0,2,1",0
115,1,116,"2,1,3,2,2",0
116,1,117,"1,2,6,1,4",0
117,1,118,"1,0,3,1,0",1
118,1,119,"1,1,3,1,5",2
119,1,120,"1,0,0,2,0",0
120,1,121,"1,1,3,2,1",2
121,1,122,"1,5,0,6,2",0
122,1,123,"1,1,2,1,0",1
123,1,124,"1,5,3,1,2",1
124,1,125,"1,0,6,1,2",0
125,1,126,"5,1,3,1,4",1
126,1,127,"1,1,3,0,2",1
127,1,128,"1,1,3,1,0",1
128,1,129,"1,1,0,1,3",1
129,1,130,"2,6,0,2,1",1
130,1,131,"1,5,3,1,1",0
131,1,132,"1,2,3,2,2",1
132,1,133,"1,0,3,4,1",2
133,1,134,"0,1,3,1,2",1
134,1,135,"1,1,3,1,1",0
135,1,136,"1,6,0,1,4",0
136,1,137,"1,1,3,1,5",0
137,1,138,"1,1,0,3,2",1
138,1,139,"1,1,0,1,1",1
139,1,140,"5,0,3,1,0",0
140,1,141,"1,1,0,1,2",0
141,1,142,"5,2,3,1,1",1
142,1,143,"1,0,0,2,2",0
143,1,144,"4,6,2,4,1",0
144,1,145,"2,0,0,1,1",1
145,1,146,"5,1,3,0,1",0
146,1,147,"2,5,0,2,0",0
147,1,148,"1,1,6,1,0",0
148,1,149,"1,0,1,1,0",1
149,1,150,"1,6,3,1,0",0
150,1,151,"5,1,0,6,2",0
151,1,152,"4,0,6,0,0",0
152,1,153,"5,1,3,3,4",0
153,1,154,"2,4,0,1,0",0
154,1,155,"2,1,0,1,0",0
155,1,156,"2,1,3,1,0",1
156,1,157,"1,1,0,1,4",0
157,1,158,"1,0,3,1,1",0
158,1,159,"4,0,3,1,1",2
159,1,160,"1,4,3,1,2",1
160,1,161,"1,1,3,2,0",1
161,1,162,"2,0,0,4,2",1
162,1,163,"5,1,3,0,2",2
163,1,164,"5,1,6,0,0",1
164,1,165,"4,1,0,1,0",1
165,1,166,"2,0,0,1,0",1
166,1,167,"1,0,0,6,1",0
167,1,168,"1,1,0,6,4",1
168,1,169,"4,2,5,1,2",2
169,1,170,"1,1,0,2,0",2
170,1,171,"1,1,3,1,2",1
171,1,172,"1,2,3,1,2",1
172,1,173,"0,0,3,1,4",1
173,1,174,"1,6,3,2,2",1
174,1,175,"1,1,3,2,2",1
175,1,176,"1,1,4,2,1",0
176,1,177,"1,0,0,1,1",1
177,1,178,"1,1,6,1,4",0
178,1,179,"5,0,0,2,1",1
179,1,180,"0,5,3,2,1",1
180,1,181,"2,5,0,1,1",0
181,1,182,"1,1,6,2,2",2
182,1,183,"2,1,3,1,2",1
183,1,184,"0,5,6,1,1",0
184,1,185,"5,0,0,1,0",0
185,1,186,"1,0,0,1,0",2
186,1,187,"2,1,0,2,2",1
187,1,188,"4,1,6,2,4",1
188,1,189,"1,1,0,1,5",1
189,1,190,"2,6,6,1,1",0
190,1,191,"1,1,0,4,0",1
191,1,192,"5,0,3,6,2",1
192,1,193,"2,1,3,1,2",1
193,1,194,"1,1,3,2,0",1
194,1,195,"4,0,3,1,0",1
195,1,196,"1,6,3,6,2",1
196,1,197,"4,1,0,3,2",0
197,1,198,"4,6,2,1,2",2
198,1,199,"1,0,3,1,5",0
199,1,200,"0,1,0,1,0",0
200,1,201,"0,1,0,1,4",0
201,1,202,"2,1,6,6,2",2
202,1,203,"2,4,3,1,0",0
203,1,204,"4,1,2,1,0",1
204,1,205,"1,0,3,3,2",1
205,1,206,"1,1,3,1,1",1
206,1,207,"0,1,0,1,2",1
207,1,208,"2,1,6,1,0",2
208,1,209,"0,1,0,1,0",0
209,1,210,"1,1,3,1,0",1
210,1,211,"4,1,3,1,2",0
211,1,212,"0,1,0,2,2",1
212,1,213,"2,5,0,0,0",1
213,1,214,"2,1,0,1,0",1
214,1,215,"4,4,3,1,1",2
215,1,216,"2,0,3,6,3",0
216,1,217,"1,1,3,4,4",0
217,1,218,"4,0,3,1,5",2
218,1,219,"1,6,0,1,4",1
219,1,220,"5,5,3,1,5",1
220,1,221,"1,6,3,1,1",0
221,1,222,"2,0,0,4,0",1
222,1,223,"5,0,3,7,2",-1
223,1,224,"1,0,0,2,0",0
224,1,225,"1,0,3,1,1",1
225,1,226,"5,1,0,1,4",1
226,1,227,"5,1,3,3,2",1
227,1,228,"1,1,0,4,4",0
228,1,229,"5,1,3,1,2",0
229,1,230,"2,0,2,1,0",1
230,1,231,"1,5,0,0,0",2
231,1,232,"0,0,0,1,4",2
232,1,233,"0,0,3,0,2",1
233,1,234,"1,0,0,1,0",0
234,1,235,"3,1,3,1,0",1
235,1,236,"1,4,3,1,2",0
236,1,237,"1,6,3,1,6",0
237,1,238,"1,1,3,1,2",0
238,1,239,"1,6,0,1,4",2
239,1,240,"5,1,3,2,4",0
240,1,241,"6,0,0,6,0",0
241,1,242,"2,1,3,3,1",0
242,1,243,"1,1,3,1,1",1
243,1,244,"1,2,3,1,0",1
244,1,245,"2,2,0,6,0",0
245,1,246,"2,6,3,1,0",1
246,1,247,"2,0,3,1,2",0
247,1,248,"1,2,0,1,2",0
248,1,249,"1,0,0,2,5",0
249,1,250,"6,1,3,1,0",1
250,1,251,"4,1,0,0,0",1
251,1,252,"1,1,3,1,0",0
252,1,253,"1,6,3,1,0",0
253,1,254,"0,1,3,1,1",2
254,1,255,"1,1,3,6,0",0
255,1,256,"4,1,0,1,5",0
256,1,257,"1,5,0,1,0",1
257,1,258,"4,5,5,4,5",0
258,1,259,"1,0,0,2,0",0
259,1,260,"1,4,0,1,0",0
260,1,261,"1,6,0,6,2",0
261,1,262,"1,1,3,3,5",0
262,1,263,"1,1,3,6,1",0
263,1,264,"1,0,3,4,1",0
264,1,265,"1,0,0,1,4",0
265,1,266,"0,1,2,6,2",0
266,1,267,"2,1,0,3,0",0
267,1,268,"1,1,3,1,4",0
268,1,269,"1,0,0,1,2",0
269,1,270,"0,6,1,1,2",1
270,1,271,"1,1,0,1,2",0
271,1,272,"1,0,0,1,1",0
272,1,273,"1,0,3,1,0",0
273,1,274,"4,1,0,1,0",0
274,1,275,"1,0,3,1,5",1
275,1,276,"1,1,0,1,2",1
276,1,277,"1,1,3,1,2",1
277,1,278,"4,6,0,3,0",0
278,1,279,"4,0,6,1,2",0
279,1,280,"1,1,0,1,2",1
280,1,281,"2,1,2,3,2",1
281,1,282,"1,1,0,1,1",1
282,1,283,"5,2,3,2,0",0
283,1,284,"1,1,3,1,1",0
284,1,285,"1,0,0,6,1",0
285,1,286,"1,1,3,2,0",0
286,1,287,"1,1,3,3,1",0
287,1,288,"2,1,0,2,2",1
288,1,289,"2,1,3,1,2",1
289,1,290,"5,1,3,1,1",1
290,1,291,"1,0,0,1,1",0
291,1,292,"1,1,0,1,4",0
292,1,293,"1,6,3,1,4",0
293,1,294,"4,6,3,6,7",-1
294,1,295,"1,6,3,1,2",1
295,1,296,"1,4,3,1,2",0
296,1,297,"1,1,3,1,1",1
297,1,298,"5,1,3,1,1",0
298,1,299,"1,2,3,6,0",0
299,1,300,"4,0,3,6,2",0
300,1,301,"1,1,3,3,4",0
301,1,302,"4,1,0,1,0",1
302,1,303,"2,0,3,1,2",0
303,1,304,"1,1,3,1,4",0
304,1,305,"4,0,3,3,2",0
305,1,306,"5,1,3,1,2",1
306,1,307,"1,1,3,1,1",0
307,1,308,"1,0,3,2,2",1
308,1,309,"2,0,3,2,1",0
309,1,310,"1,0,3,1,2",1
310,1,311,"1,1,3,1,2",1
311,1,312,"1,0,3,2,0",1
312,1,313,"0,4,0,6,4",1
313,1,314,"3,1,0,6,0",1
314,1,315,"4,1,3,1,0",0
315,1,316,"1,0,6,1,5",1
316,1,317,"0,1,3,2,0",0
317,1,318,"2,6,0,1,2",0
318,1,319,"4,1,0,1,0",0
319,1,320,"1,1,1,3,0",0
320,1,321,"5,6,0,3,6",0
321,1,322,"1,0,0,3,2",0
322,1,323,"2,0,6,1,0",0
323,1,324,"1,0,3,1,0",0
324,1,325,"1,1,6,1,0",0
325,1,326,"1,1,3,2,5",0
326,1,327,"1,6,0,4,1",0
327,1,328,"5,0,0,0,2",0
328,1,329,"1,5,0,1,5",0
329,1,330,"1,6,3,1,2",0
330,1,331,"5,0,3,1,0",0
331,1,332,"0,1,3,1,0",1
332,1,333,"1,0,0,1,2",0
333,1,334,"2,1,3,1,0",1
334,1,335,"1,6,0,1,2",0
335,1,336,"1,0,3,1,4",1
336,1,337,"4,0,3,1,4",0
337,1,338,"1,1,0,3,4",0
338,1,339,"4,0,3,2,0",1
339,1,340,"1,1,3,1,0",1
340,1,341,"2,1,3,4,1",0
341,1,342,"5,0,0,3,1",0
342,1,343,"0,0,0,3,0",0
343,1,344,"4,1,0,1,1",0
344,1,345,"1,1,0,2,0",1
345,1,346,"1,1,0,1,1",1
346,1,347,"2,0,3,1,1",1
347,1,348,"0,0,3,6,5",0
348,1,349,"4,6,0,1,2",2
349,1,350,"1,0,3,3,1",1
350,1,351,"1,1,3,4,0",0
351,1,352,"1,1,3,2,0",1
352,1,353,"1,4,3,2,5",1
353,1,354,"4,0,1,4,0",1
354,1,355,"1,4,3,1,1",0
355,1,356,"4,0,0,1,1",1
356,1,357,"4,4,6,1,2",0
357,1,358,"4,4,3,1,0",0
358,1,359,"4,0,0,3,4",0
359,1,360,"1,1,3,1,4",0
360,1,361,"5,0,0,1,4",1
361,1,362,"1,4,3,6,1",0
362,1,363,"4,1,3,1,2",1
363,1,364,"5,0,0,1,4",0
364,1,365,"4,0,0,1,0",1
365,1,366,"1,0,3,4,1",0
366,1,367,"1,1,3,1,2",4
367,1,368,"1,1,0,2,2",2
368,1,369,"5,0,3,1,2",1
369,1,370,"2,1,3,1,1",0
370,1,371,"5,1,6,2,6",0
371,1,372,"1,1,0,6,4",0
372,1,373,"1,1,1,2,1",1
373,1,374,"0,6,3,6,1",0
374,1,375,"5,1,3,1,1",2
375,1,376,"2,0,0,1,0",2
376,1,377,"6,1,3,6,4",1
377,1,378,"1,0,3,1,2",1
378,1,379,"2,0,0,1,1",1
379,1,380,"1,1,0,1,1",1
380,1,381,"1,0,3,6,1",0
381,1,382,"5,2,0,2,2",0
382,1,383,"1,4,0,4,0",1
383,1,384,"1,4,3,6,0",0
384,1,385,"1,5,3,1,2",0
385,1,386,"2,6,0,6,1",0
386,1,387,"4,0,0,6,5",0
387,1,388,"2,0,0,1,0",0
388,1,389,"2,4,6,2,2",1
389,1,390,"1,5,3,1,1",1
390,1,391,"1,0,6,1,0",1
391,1,392,"5,0,0,1,2",1
392,1,393,"5,2,3,4,0",0
393,1,394,"1,1,3,1,4",0
394,1,395,"1,6,0,1,2",0
395,1,396,"1,0,0,6,2",1
396,1,397,"1,1,5,1,0",0
397,1,398,"4,6,3,1,0",0
398,1,399,"1,5,0,2,1",1
399,1,400,"1,5,3,1,1",0
400,1,401,"6,1,3,4,1",0
401,1,402,"1,0,0,6,5",1
402,1,403,"1,1,0,1,2",2
403,1,404,"0,0,6,1,2",1
404,1,405,"1,5,0,5,2",1
405,1,406,"1,1,6,1,0",1
406,1,407,"1,0,0,1,1",1
407,1,408,"1,1,0,1,0",1
408,1,409,"2,1,3,1,0",1
409,1,410,"1,1,3,1,2",0
410,1,411,"1,5,3,1,2",0
411,1,412,"1,1,3,1,1",1
412,1,413,"1,6,3,1,1",1
413,1,414,"5,6,3,6,0",0
414,1,415,"1,0,0,4,2",0
415,1,416,"1,1,6,1,0",0
416,1,417,"5,0,0,1,0",0
417,1,418,"2,1,3,1,0",0
418,1,419,"1,4,1,0,0",1
419,1,420,"4,6,3,1,2",0
420,1,421,"1,1,0,6,2",1
421,1,422,"2,0,6,1,2",0
422,1,423,"1,6,4,1,4",1
423,1,424,"1,0,3,1,5",1
424,1,425,"1,1,3,1,2",2
425,1,426,"1,1,0,1,2",1
426,1,427,"1,6,0,1,2",1
427,1,428,"1,1,3,2,1",0
428,1,429,"5,1,3,3,1",1
429,1,430,"4,2,3,2,0",0
430,1,431,"2,1,3,4,5",1
431,1,432,"1,6,0,1,5",0
432,1,433,"1,1,3,0,2",1
433,1,434,"1,1,3,1,0",0
434,1,435,"1,1,3,6,1",0
435,1,436,"2,1,0,1,0",0
436,1,437,"4,1,0,1,0",0
437,1,438,"5,1,0,1,4",0
438,1,439,"1,0,6,6,0",0
439,1,440,"1,0,3,1,1",0
440,1,441,"1,0,3,1,4",0
441,1,442,"1,0,0,1,1",0
442,1,443,"1,0,0,4,0",0
443,1,444,"4,1,3,1,0",0
444,1,445,"2,1,0,6,2",0
445,1,446,"1,1,0,4,0",0
446,1,447,"0,2,0,1,0",0
447,1,448,"0,1,3,3,2",0
448,1,449,"0,4,3,2,1",0
449,1,450,"5,0,3,3,1",0
450,1,451,"1,1,0,3,0",1
451,1,452,"1,1,0,3,2",1
452,1,453,"1,1,0,4,0",1
453,1,454,"1,1,0,1,0",2
454,1,455,"1,1,0,1,5",2
455,1,456,"1,1,3,1,1",2
456,1,457,"1,1,0,2,5",0
457,1,458,"2,4,0,3,0",1
458,1,459,"5,6,3,6,1",0
459,1,460,"1,6,3,6,0",0
460,1,461,"5,1,6,1,0",0
461,1,462,"2,2,0,1,0",0
462,1,463,"2,0,3,2,1",0
463,1,464,"1,1,6,1,4",0
464,1,465,"0,1,3,1,2",0
465,1,466,"1,1,3,1,2",1
466,1,467,"1,1,0,1,4",1
467,1,468,"2,0,3,6,0",0
468,1,469,"1,1,0,6,2",1
469,1,470,"5,1,0,2,2",0
470,1,471,"1,0,3,2,0",1
471,1,472,"0,1,3,1,2",1
472,1,473,"5,1,3,6,0",1
473,1,474,"2,1,3,1,4",1
474,1,475,"4,1,0,1,3",0
475,1,476,"4,1,3,2,0",1
476,1,477,"4,0,3,2,1",0
477,1,478,"1,1,6,1,2",0
478,1,479,"1,1,3,6,4",0
479,1,480,"2,0,5,2,2",0
480,1,481,"1,1,3,6,1",0
481,1,482,"1,6,1,1,2",0
482,1,483,"1,1,3,1,2",0
483,1,484,"5,0,3,2,5",0
484,1,485,"2,1,2,1,4",0
485,1,486,"0,1,0,2,2",0
486,1,487,"2,5,0,2,0",0
487,1,488,"5,1,3,1,1",0
488,1,489,"1,1,0,1,5",0
489,1,490,"0,1,3,1,1",0
490,1,491,"0,1,3,2,1",0
491,1,492,"1,1,3,3,2",0
492,1,493,"1,1,4,6,1",0
493,1,494,"1,0,3,1,0",0
494,1,495,"1,1,3,0,2",0
495,1,496,"1,1,0,0,4",0
496,1,497,"1,0,3,4,1",1
497,1,498,"1,6,0,2,5",0
498,1,499,"1,0,6,6,7",0
499,1,500,"1,1,3,1,2",1
500,1,501,"5,5,0,1,1",0
501,1,502,"1,0,3,1,2",0
502,1,503,"1,1,0,1,5",1
503,1,504,"1,5,0,1,0",1
504,1,505,"1,1,3,2,2",1
505,1,506,"0,1,3,1,0",1
506,1,507,"1,4,3,1,1",0
507,1,508,"6,1,0,6,0",1
508,1,509,"4,0,6,1,2",0
509,1,510,"4,1,3,2,2",0
510,1,511,"1,0,3,1,2",1
511,1,512,"1,1,3,1,0",0
512,1,513,"1,5,3,6,2",0
513,1,514,"2,1,3,1,1",2
514,1,515,"1,4,0,4,1",1
515,1,516,"1,2,6,1,0",0
516,1,517,"0,1,3,1,0",1
517,1,518,"2,0,3,1,1",0
518,1,519,"1,0,0,1,0",2
519,1,520,"2,1,3,1,5",0
520,1,521,"2,1,3,1,2",0
521,1,522,"1,0,3,1,0",1
522,1,523,"1,1,1,6,0",0
523,1,524,"1,1,6,1,0",1
524,1,525,"1,6,3,1,2",2
525,1,526,"1,0,0,6,2",0
526,1,527,"4,1,3,1,4",0
527,1,528,"2,0,3,1,2",1
528,1,529,"0,0,0,2,1",1
529,1,530,"1,1,0,1,0",0
530,1,531,"5,6,0,1,0",0
531,1,532,"2,1,3,3,2",1
532,1,533,"1,5,6,1,1",0
533,1,534,"1,1,3,2,2",1
534,1,535,"4,0,3,1,4",0
535,1,536,"2,1,3,1,2",1
536,1,537,"1,5,3,3,0",0
537,1,538,"1,2,3,6,2",0
538,1,539,"1,1,3,3,3",0
539,1,540,"2,0,0,1,4",0
540,1,541,"1,1,3,1,0",0
541,1,542,"2,1,3,1,0",1
542,1,543,"0,1,3,4,1",0
543,1,544,"4,1,3,1,2",1
544,1,545,"1,1,0,6,1",1
545,1,546,"5,5,3,1,2",1
546,1,547,"0,1,0,2,2",0
547,1,548,"1,1,0,2,3",1
548,1,549,"1,1,3,6,5",1
549,1,550,"1,0,3,1,1",0
550,1,551,"3,1,0,1,1",1
551,1,552,"1,0,0,3,0",2
552,1,553,"1,1,0,4,0",1
553,1,554,"2,1,0,3,5",2
554,1,555,"0,4,3,1,2",1
555,1,556,"2,1,3,3,4",0
556,1,557,"1,1,3,1,0",1
557,1,558,"1,1,3,3,1",1
558,1,559,"1,0,3,1,0",1
559,1,560,"3,1,0,1,0",0
560,1,561,"1,1,6,6,2",0
561,1,562,"1,0,3,1,2",2
562,1,563,"1,6,0,1,2",2
563,1,564,"5,1,1,2,4",0
564,1,565,"2,5,2,1,4",0
565,1,566,"5,1,3,1,0",0
566,1,567,"1,0,3,1,0",0
567,1,568,"1,6,0,1,2",1
568,1,569,"1,1,3,6,2",0
569,1,570,"4,1,0,6,2",1
570,1,571,"1,0,3,6,0",0
571,1,572,"1,1,3,2,0",1
572,1,573,"4,0,0,1,2",1
573,1,574,"4,5,0,1,1",1
574,1,575,"1,0,3,6,2",1
575,1,576,"1,4,3,1,1",2
576,1,577,"1,1,0,2,2",1
577,1,578,"4,5,3,1,5",1
578,1,579,"1,6,0,2,4",1
579,1,580,"0,3,3,1,1",1
580,1,581,"1,4,0,2,4",1
581,1,582,"4,1,0,1,2",0
582,1,583,"3,1,0,3,4",2
583,1,584,"1,1,3,1,0",0
584,1,585,"1,1,0,1,1",0
585,1,586,"1,1,3,2,1",0
586,1,587,"2,0,0,4,2",0
587,1,588,"1,1,0,3,1",1
588,1,589,"1,1,3,1,0",0
589,1,590,"1,0,3,6,2",1
590,1,591,"4,0,1,1,2",1
591,1,592,"2,1,2,6,0",1
592,1,593,"1,0,0,1,2",0
593,1,594,"1,1,3,3,4",1
594,1,595,"0,1,3,2,1",1
595,1,596,"5,0,0,2,1",0
596,1,597,"1,1,3,1,1",1
597,1,598,"2,2,0,6,1",1
598,1,599,"1,1,0,1,1",0
599,1,600,"1,0,0,1,5",1
600,1,601,"5,0,3,4,4",0
601,1,602,"1,1,0,1,1",0
602,1,603,"1,1,6,2,5",0
603,1,604,"1,1,2,1,1",2
604,1,605,"5,1,3,1,0",0
605,1,606,"1,2,3,1,0",0
606,1,607,"5,5,0,6,1",0
607,1,608,"1,0,3,3,2",1
608,1,609,"1,1,3,1,2",1
609,1,610,"1,1,6,4,1",1
610,1,611,"2,1,0,2,5",0
611,1,612,"4,0,0,1,2",1
612,1,613,"1,2,3,6,2",1
613,1,614,"1,1,3,1,1",1
614,1,615,"1,0,3,1,1",2
615,1,616,"4,5,3,3,0",1
616,1,617,"1,4,0,1,0",0
617,1,618,"1,0,3,1,1",0
618,1,619,"1,0,3,0,0",0
619,1,620,"2,0,3,6,2",1
620,1,621,"1,6,6,1,1",2
621,1,622,"2,0,3,1,4",0
622,1,623,"2,5,0,3,5",1
623,1,624,"3,1,0,1,2",0
624,1,625,"1,0,0,1,0",0
625,1,626,"4,2,3,6,0",1
626,1,627,"1,1,3,1,2",1
627,1,628,"1,0,3,1,2",0
628,1,629,"1,1,3,1,4",0
629,1,630,"1,5,3,1,1",0
630,1,631,"1,6,3,1,2",0
631,1,632,"1,0,3,1,2",0
632,1,633,"4,4,3,2,2",0
633,1,634,"1,0,3,1,4",0
634,1,635,"1,5,3,1,1",0
635,1,636,"1,1,3,1,2",0
636,1,637,"1,4,3,6,0",0
637,1,638,"1,4,3,3,2",0
638,1,639,"2,0,6,3,0",0
639,1,640,"2,1,0,1,0",0
640,1,641,"1,0,0,4,0",0
641,1,642,"4,0,3,1,2",0
642,1,643,"4,6,0,1,4",0
643,1,644,"0,4,0,6,5",0
644,1,645,"5,1,3,1,0",0
645,1,646,"5,5,0,3,4",0
646,1,647,"4,1,0,7,2",-1
647,1,648,"5,6,3,4,2",1
648,1,649,"1,0,0,3,2",1
649,1,650,"5,1,3,1,0",1
650,1,651,"2,0,6,1,1",0
651,1,652,"2,6,0,6,2",1
652,1,653,"1,1,0,6,0",0
653,1,654,"1,1,3,1,4",0
654,1,655,"5,0,0,2,4",1
655,1,656,"5,1,3,1,0",0
656,1,657,"2,0,3,1,0",0
657,1,658,"1,1,3,1,0",1
658,1,659,"1,1,3,1,4",0
659,1,660,"1,0,0,1,2",2
660,1,661,"1,1,3,6,1",1
661,1,662,"2,1,6,1,0",1
662,1,663,"1,1,3,3,2",0
663,1,664,"1,6,3,6,0",0
664,1,665,"2,0,0,1,0",1
665,1,666,"2,5,0,1,0",1
666,1,667,"1,1,3,1,0",2
667,1,668,"1,2,0,1,0",0
668,1,669,"1,1,3,1,4",1
669,1,670,"1,4,7,1,0",-51
670,1,671,"5,0,0,1,4",1
671,1,672,"2,5,3,1,0",2
672,1,673,"0,4,3,1,1",1
673,1,674,"1,0,3,6,2",0
674,1,675,"4,6,3,1,2",1
675,1,676,"1,0,3,2,4",2
676,1,677,"2,1,0,1,1",2
677,1,678,"1,6,3,1,4",0
678,1,679,"2,1,0,1,3",0
679,1,680,"1,5,0,6,4",0
680,1,681,"4,0,3,1,1",0
681,1,682,"1,1,0,1,2",0
682,1,683,"1,1,0,6,6",0
683,1,684,"2,2,0,1,1",0
684,1,685,"1,1,3,1,0",1
685,1,686,"4,1,3,1,2",0
686,1,687,"1,0,3,2,0",1
687,1,688,"1,1,3,2,1",1
688,1,689,"1,4,0,1,1",0
689,1,690,"1,5,3,1,4",0
690,1,691,"5,1,0,4,2",0
691,1,692,"4,0,0,1,4",0
692,1,693,"1,6,3,1,1",1
693,1,694,"1,0,3,1,0",0
694,1,695,"1,1,0,6,2",0
695,1,696,"2,1,3,1,4",1
696,1,697,"5,0,0,1,0",0
697,1,698,"5,1,3,1,0",0
698,1,699,"1,2,3,1,3",0
699,1,700,"0,6,3,1,1",0
700,1,701,"0,0,3,1,2",0
701,1,702,"0,6,3,4,1",0
702,1,703,"1,1,0,2,3",0
703,1,704,"2,1,3,1,2",0
704,1,705,"1,1,0,1,2",1
705,1,706,"1,2,0,1,1",0
706,1,707,"1,1,3,1,1",0
707,1,708,"2,6,0,2,5",0
708,1,709,"5,0,3,3,1",0
709,1,710,"1,6,3,3,2",0
710,1,711,"1,0,3,1,1",1
711,1,712,"1,6,0,1,2",0
712,1,713,"5,1,0,1,4",0
713,1,714,"2,0,3,1,0",0
714,1,715,"2,1,0,1,0",0
715,1,716,"2,4,0,1,2",0
716,1,717,"2,0,3,1,5",0
717,1,718,"1,1,3,3,0",0
718,1,719,"4,1,3,1,6",0
719,1,720,"0,0,3,1,5",0
720,1,721,"3,1,6,2,0",0
721,1,722,"4,2,3,2,0",0
722,1,723,"0,0,0,3,2",0
723,1,724,"2,1,0,3,5",0
724,1,725,"4,0,0,1,4",0
725,1,726,"1,0,0,1,1",0
726,1,727,"1,1,3,1,1",0
727,1,728,"1,2,0,1,0",0
728,1,729,"2,1,3,1,4",0
729,1,730,"1,5,3,1,2",0
730,1,731,"1,0,0,1,4",0
731,1,732,"1,0,3,1,0",0
732,1,733,"4,1,3,1,6",1
733,1,734,"2,5,3,3,2",0
734,1,735,"0,0,3,1,0",0
